4.980000,6.575000,15.300000,2.310000,296.000000,0.538000,0.006320,1.000000,65.199997,18.000000,396.899994,4.090000,0.000000,24.000000
4.030000,7.185000,17.799999,7.070000,242.000000,0.469000,0.027290,2.000000,61.099998,0.000000,392.829987,4.967100,0.000000,34.700001
5.330000,7.147000,18.700001,2.180000,222.000000,0.458000,0.069050,3.000000,54.200001,0.000000,396.899994,6.062200,0.000000,36.200001
12.430000,6.012000,15.200000,7.870000,311.000000,0.524000,0.088290,5.000000,66.599998,12.500000,395.600006,5.560500,0.000000,22.900000
29.930000,5.631000,15.200000,7.870000,311.000000,0.524000,0.211240,5.000000,100.000000,12.500000,386.630005,6.082100,0.000000,16.500000
20.450001,6.377000,15.200000,7.870000,311.000000,0.524000,0.224890,5.000000,94.300003,12.500000,392.519989,6.346700,0.000000,15.000000
15.710000,5.889000,15.200000,7.870000,311.000000,0.524000,0.093780,5.000000,39.000000,12.500000,390.500000,5.450900,0.000000,21.700001
10.260000,6.096000,21.000000,8.140000,307.000000,0.538000,0.637960,4.000000,84.500000,0.000000,380.019989,4.461900,0.000000,18.200001
6.580000,5.935000,21.000000,8.140000,307.000000,0.538000,1.053930,4.000000,29.299999,0.000000,386.850006,4.498600,0.000000,23.100000
11.690000,5.456000,21.000000,8.140000,307.000000,0.538000,0.802710,4.000000,36.599998,0.000000,288.989990,3.796500,0.000000,20.200001
21.020000,5.570000,21.000000,8.140000,307.000000,0.538000,1.251790,4.000000,98.099998,0.000000,376.570007,3.797900,0.000000,13.600000
18.719999,6.142000,21.000000,8.140000,307.000000,0.538000,1.232470,4.000000,91.699997,0.000000,396.899994,3.976900,0.000000,15.200000
16.299999,5.924000,21.000000,8.140000,307.000000,0.538000,0.750260,4.000000,94.099998,0.000000,394.329987,4.399600,0.000000,15.600000
14.810000,5.813000,21.000000,8.140000,307.000000,0.538000,0.671910,4.000000,90.300003,0.000000,376.880005,4.682000,0.000000,16.600000
12.800000,6.495000,21.000000,8.140000,307.000000,0.538000,0.772990,4.000000,94.400002,0.000000,387.940002,4.454700,0.000000,18.400000
22.600000,5.713000,21.000000,8.140000,307.000000,0.538000,1.130810,4.000000,94.099998,0.000000,360.170013,4.233000,0.000000,12.700000
27.709999,5.950000,21.000000,8.140000,307.000000,0.538000,1.387990,4.000000,82.000000,0.000000,232.600006,3.990000,0.000000,13.200000
20.340000,6.096000,21.000000,8.140000,307.000000,0.538000,1.612820,4.000000,96.900002,0.000000,248.309998,3.759800,0.000000,13.500000
11.410000,5.841000,19.200001,5.960000,279.000000,0.499000,0.097440,5.000000,61.400002,0.000000,377.559998,3.377900,0.000000,20.000000
10.130000,5.966000,19.200001,5.960000,279.000000,0.499000,0.175050,5.000000,30.200001,0.000000,393.429993,3.847300,0.000000,24.700001
1.980000,7.024000,18.299999,2.950000,252.000000,0.428000,0.033590,3.000000,15.800000,75.000000,395.619995,5.401100,0.000000,34.900002
5.810000,6.169000,17.900000,6.910000,233.000000,0.448000,0.141500,3.000000,6.600000,0.000000,383.369995,5.720900,0.000000,25.299999
9.550000,6.069000,17.900000,6.910000,233.000000,0.448000,0.122690,3.000000,40.000000,0.000000,389.390015,5.720900,0.000000,21.200001
14.150000,5.786000,17.900000,6.910000,233.000000,0.448000,0.188360,3.000000,33.299999,0.000000,396.899994,5.100400,0.000000,20.000000
30.809999,5.399000,17.900000,6.910000,233.000000,0.448000,0.253870,3.000000,95.300003,0.000000,396.899994,5.870000,0.000000,14.400000
13.450000,5.963000,16.799999,5.640000,243.000000,0.439000,0.088730,4.000000,45.700001,21.000000,395.559998,6.814700,0.000000,19.700001
5.280000,6.511000,16.799999,5.640000,243.000000,0.439000,0.053600,4.000000,21.100000,21.000000,396.899994,6.814700,0.000000,25.000000
14.800000,5.888000,21.100000,4.000000,469.000000,0.410000,0.013600,3.000000,47.599998,75.000000,396.899994,7.319700,0.000000,18.900000
5.770000,6.383000,17.299999,0.740000,313.000000,0.410000,0.020550,2.000000,35.700001,85.000000,396.899994,9.187600,0.000000,24.700001
6.860000,6.145000,19.700001,5.130000,284.000000,0.453000,0.154450,8.000000,29.200001,25.000000,390.679993,7.814800,0.000000,23.299999
13.150000,5.741000,19.700001,5.130000,284.000000,0.453000,0.149320,8.000000,66.199997,25.000000,395.109985,7.225400,0.000000,18.700001
6.730000,6.456000,19.700001,5.130000,284.000000,0.453000,0.110270,8.000000,67.800003,25.000000,396.899994,7.225500,0.000000,22.200001
8.050000,7.104000,18.600000,1.380000,216.000000,0.416100,0.019510,3.000000,59.500000,17.500000,393.239990,9.222900,0.000000,33.000000
10.240000,5.787000,16.100000,3.370000,337.000000,0.398000,0.043790,4.000000,31.100000,80.000000,396.899994,6.611500,0.000000,19.400000
13.090000,5.594000,18.900000,6.070000,345.000000,0.409000,0.135540,4.000000,36.799999,12.500000,396.899994,6.498000,0.000000,17.400000
6.720000,6.417000,19.200001,10.810000,305.000000,0.413000,0.088260,4.000000,6.600000,0.000000,383.730011,5.287300,0.000000,24.200001
5.520000,6.065000,19.200001,10.810000,305.000000,0.413000,0.091640,4.000000,7.800000,0.000000,390.910004,5.287300,0.000000,22.799999
