8.800000,1.001000,0.045000,0.270000,170.000000,7.000000,3.000000,20.700001,0.450000,0.360000,45.000000,6.000000
10.100000,0.995100,0.050000,0.280000,97.000000,8.100000,3.260000,6.900000,0.440000,0.400000,30.000000,6.000000
9.900000,0.995600,0.058000,0.230000,186.000000,7.200000,3.190000,8.500000,0.400000,0.320000,47.000000,6.000000
9.600000,0.994900,0.045000,0.320000,136.000000,6.200000,3.180000,7.000000,0.470000,0.160000,30.000000,6.000000
9.500000,0.994000,0.049000,0.300000,132.000000,6.300000,3.300000,1.600000,0.490000,0.340000,14.000000,6.000000
12.000000,0.990800,0.033000,0.270000,63.000000,8.100000,2.990000,1.450000,0.560000,0.410000,11.000000,5.000000
10.800000,0.992000,0.040000,0.180000,75.000000,7.900000,3.180000,1.200000,0.630000,0.370000,16.000000,5.000000
9.700000,1.000200,0.040000,0.420000,172.000000,8.300000,2.980000,19.250000,0.670000,0.620000,41.000000,5.000000
9.600000,0.992800,0.046000,0.480000,99.000000,6.300000,3.240000,1.100000,0.360000,0.040000,30.000000,6.000000
11.300000,0.991700,0.033000,0.340000,171.000000,7.400000,3.120000,1.100000,0.530000,0.420000,17.000000,6.000000
12.800000,0.989200,0.029000,0.660000,75.000000,6.200000,3.330000,1.200000,0.390000,0.480000,29.000000,8.000000
10.500000,0.993000,0.049000,0.260000,122.000000,6.800000,3.470000,1.700000,0.480000,0.420000,41.000000,8.000000
10.000000,0.995100,0.052000,0.270000,142.000000,6.600000,3.420000,1.300000,0.470000,0.410000,16.000000,6.000000
10.000000,0.993000,0.052000,0.240000,146.000000,6.900000,3.450000,1.000000,0.440000,0.350000,35.000000,6.000000
11.600000,0.991400,0.047000,0.270000,132.000000,7.400000,3.190000,1.100000,0.490000,0.480000,17.000000,6.000000
10.000000,0.997400,0.044000,0.240000,142.000000,8.500000,3.200000,10.400000,0.530000,0.390000,20.000000,6.000000
10.800000,0.992000,0.050000,0.250000,100.000000,7.400000,3.190000,2.050000,0.440000,0.360000,31.000000,6.000000
10.200000,0.996200,0.044000,0.270000,179.000000,5.800000,3.370000,14.950000,0.370000,0.200000,22.000000,5.000000
10.000000,0.993400,0.051000,0.390000,149.000000,6.500000,3.240000,5.400000,0.350000,0.230000,25.000000,5.000000
8.600000,0.999900,0.057000,0.240000,149.000000,7.300000,3.210000,17.950001,0.360000,0.390000,45.000000,5.000000
9.400000,0.993700,0.172000,0.230000,158.000000,6.700000,3.110000,2.500000,0.360000,0.390000,63.000000,6.000000
9.800000,0.995400,0.069000,0.310000,160.000000,7.000000,3.130000,7.400000,0.460000,0.260000,28.000000,6.000000
9.500000,0.993400,0.060000,0.230000,154.000000,6.700000,3.240000,1.400000,0.560000,0.260000,33.000000,6.000000
9.800000,0.994000,0.063000,0.450000,206.000000,6.200000,3.270000,4.400000,0.520000,0.260000,63.000000,4.000000
9.800000,0.995400,0.069000,0.310000,160.000000,7.000000,3.130000,7.400000,0.460000,0.260000,28.000000,6.000000
11.700000,0.991700,0.062000,0.190000,173.000000,7.200000,3.350000,1.600000,0.440000,0.310000,31.000000,6.000000
10.900000,0.991000,0.057000,0.160000,82.000000,6.200000,3.320000,1.100000,0.460000,0.330000,21.000000,7.000000
