21.639999,0.418880,0.160060,0.016620,0.548420,0.230000,0.025650,0.013090,0.014380,0.043140,0.006620,0.000034,0.004010,0.012040,0.003170,0.014290,34.397999
23.047001,0.462220,0.210140,0.014580,0.544050,0.181000,0.016750,0.008440,0.007340,0.022020,0.004810,0.000025,0.002050,0.006160,0.002080,0.020220,35.389000
26.125999,0.471880,0.193610,0.018190,0.561220,0.176000,0.017030,0.009290,0.006790,0.020360,0.003350,0.000020,0.000930,0.002780,0.001300,0.011625,36.375000
22.506001,0.492500,0.175630,0.034880,0.547790,0.445000,0.043520,0.026210,0.023760,0.071280,0.004220,0.000024,0.002120,0.006370,0.002210,0.013260,37.362999
22.077999,0.515630,0.200370,0.034510,0.618640,0.371000,0.042960,0.021340,0.017740,0.053230,0.004320,0.000029,0.001560,0.004680,0.002070,0.013381,38.353001
25.672001,0.498920,0.173870,0.018440,0.610680,0.188000,0.021320,0.012140,0.010690,0.032060,0.004650,0.000026,0.002380,0.007150,0.002600,0.017443,39.340000
22.202999,0.566000,0.209840,0.020190,0.605710,0.240000,0.024930,0.013950,0.011760,0.035280,0.005240,0.000033,0.002350,0.007040,0.002510,0.011876,40.411999
23.533001,0.515770,0.214610,0.020690,0.567900,0.291000,0.027910,0.012600,0.013100,0.039300,0.005300,0.000032,0.002410,0.007240,0.002310,0.018093,41.657001
20.878000,0.528740,0.349480,0.019520,0.577110,0.274000,0.028100,0.014300,0.014680,0.044050,0.006930,0.000039,0.003290,0.009870,0.002850,0.041980,42.903999
23.129000,0.527140,0.182110,0.021450,0.592200,0.223000,0.025220,0.014660,0.012600,0.037800,0.005710,0.000037,0.002960,0.008890,0.002930,0.031546,44.146000
25.181000,0.425360,0.169460,0.012990,0.547350,0.133000,0.015240,0.006820,0.005670,0.017020,0.002850,0.000016,0.000790,0.002370,0.001090,0.004652,45.389999
24.275000,0.431190,0.193390,0.020630,0.568690,0.244000,0.024770,0.012830,0.011200,0.033600,0.003750,0.000022,0.001570,0.004710,0.001750,0.014068,46.634998
