1.000000 , 0.240000 , 0.060000 , 
1.000000 , 0.260000 , 0.180000 , 
1.000000 , 0.400000 , 0.240000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.240000 , 0.120000 , 
1.000000 , 0.280000 , 0.200000 , 
1.000000 , 0.240000 , 0.140000 , 
1.000000 , 0.320000 , 0.320000 , 
1.000000 , 0.240000 , 0.060000 , 
1.000000 , 0.380000 , 0.080000 , 
1.000000 , 0.300000 , 0.300000 , 
1.000000 , 0.300000 , 0.300000 , 
1.000000 , 0.240000 , 0.000000 , 
1.000000 , 0.400000 , 0.140000 , 
1.000000 , 0.240000 , 0.060000 , 
1.000000 , 0.260000 , 0.140000 , 
1.000000 , 0.240000 , 0.180000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.300000 , 0.220000 , 
1.000000 , 0.260000 , 0.240000 , 
1.000000 , 0.240000 , 0.220000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.240000 , 0.000000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.360000 , 0.300000 , 
1.000000 , 0.240000 , 0.060000 , 
1.000000 , 0.280000 , 0.260000 , 
1.000000 , 0.260000 , 0.060000 , 
1.000000 , 0.240000 , 0.000000 , 
1.000000 , 0.300000 , 0.220000 , 
1.000000 , 0.280000 , 0.140000 , 
1.000000 , 0.320000 , 0.060000 , 
1.000000 , 0.240000 , 0.240000 , 
1.000000 , 0.340000 , 0.300000 , 
1.000000 , 0.400000 , 0.260000 , 
1.000000 , 0.340000 , 0.300000 , 
1.000000 , 0.300000 , 0.300000 , 
1.000000 , 0.240000 , 0.220000 , 
1.000000 , 0.280000 , 0.060000 , 
