5.000000000000000000e+00,5.200000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+03,1.437180023193359375e+02,3.515159012749791145e-03,2.196973946411162615e-04,7.000000000000000000e+00,1.098486973205581307e-04,3.923168987967073917e-04,4.849036689847707748e-03,3.266770172119140625e+01,4.086729812622070312e+01,4.750800132751464844e+00,2.800000000000000000e+01,1.396600040607154369e-03,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.500000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+03,1.292321929931640625e+02,3.303812351077795029e-03,2.594616962596774101e-04,4.000000000000000000e+00,2.940566046163439751e-04,4.324362089391797781e-04,4.307064227759838104e-03,3.291939926147460938e+01,4.234540176391601562e+01,4.843400001525878906e+00,2.200000000000000000e+01,1.193500007502734661e-03,5.000000000000000000e+00,0.000000000000000000e+00,2.075700031127780676e-04
4.000000000000000000e+00,5.600000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+02,6.996119689941406250e+01,1.101090572774410248e-03,3.355705121066421270e-04,4.000000000000000000e+00,2.936242090072482824e-04,4.614093923009932041e-04,2.925754990428686142e-03,4.464749908447265625e+01,7.535479736328125000e+01,4.043000221252441406e+00,2.200000000000000000e+01,7.445500232279300690e-04,6.000000000000000000e+00,0.000000000000000000e+00,1.887599937617778778e-04
3.000000000000000000e+00,5.700000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+02,1.076016006469726562e+02,1.033542212098836899e-03,2.131015062332153320e-04,1.000000000000000000e+00,5.327536928234621882e-05,5.434087943285703659e-04,3.782551269978284836e-03,2.922030067443847656e+01,5.373519897460937500e+01,4.915500164031982422e+00,1.900000000000000000e+01,4.261999856680631638e-04,7.000000000000000000e+00,0.000000000000000000e+00,3.835799871012568474e-04
3.000000000000000000e+00,5.800000000000000000e+01,3.200000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+02,1.228908004760742188e+02,1.136013655923306942e-03,3.273258917033672333e-04,2.000000000000000000e+00,0.000000000000000000e+00,1.328558195382356644e-03,2.368299290537834167e-03,2.268849945068359375e+01,6.208129882812500000e+01,9.373999595642089844e+00,1.500000000000000000e+01,1.174499979242682457e-03,4.000000000000000000e+00,0.000000000000000000e+00,1.925399919855408370e-05
2.000000000000000000e+00,6.000000000000000000e+01,2.700000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+01,4.445700073242187500e+01,9.783903369680047035e-04,2.552322985138744116e-04,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.424706472083926201e-03,7.644049835205078125e+01,9.877189636230468750e+01,3.096499919891357422e+00,1.600000000000000000e+01,3.722099936567246914e-04,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.100000000000000000e+01,2.100000000000000000e+01,8.000000000000000000e+00,2.400000000000000000e+02,4.699620056152343750e+01,8.201141026802361012e-04,1.685166062088683248e-04,6.000000000000000000e+00,0.000000000000000000e+00,4.493776214076206088e-05,1.988495932891964912e-03,9.402269744873046875e+01,9.053109741210937500e+01,4.101699829101562500e+00,1.500000000000000000e+01,5.729600088670849800e-04,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,7.200000000000000000e+01,1.700000000000000000e+01,4.200000000000000000e+01,1.000000000000000000e+04,2.126022033691406250e+02,9.039739146828651428e-03,6.762400735169649124e-04,6.000000000000000000e+00,1.163530745543539524e-03,1.253033056855201721e-03,4.952464252710342407e-03,2.461170005798339844e+01,4.176710128784179688e+01,6.610400199890136719e+00,4.500000000000000000e+01,2.277299994602799416e-03,9.000000000000000000e+00,1.292811939492821693e-04,2.486199955455958843e-04
4.000000000000000000e+00,7.700000000000000000e+01,2.000000000000000000e+01,1.400000000000000000e+01,2.708000000000000000e+03,1.174884033203125000e+02,2.944275038316845894e-03,5.267712986096739769e-04,2.000000000000000000e+00,1.881325988506432623e-05,4.138917138334363699e-04,5.399405490607023239e-03,5.201399993896484375e+01,4.643209838867187500e+01,3.374599933624267578e+00,2.900000000000000000e+01,1.034699962474405766e-03,7.000000000000000000e+00,2.727922983467578888e-04,4.703300073742866516e-04
4.000000000000000000e+00,8.100000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,8.000000000000000000e+02,1.559855957031250000e+02,5.053908564150333405e-03,5.241089966148138046e-04,8.000000000000000000e+00,2.495757144060917199e-05,3.993212012574076653e-04,3.568932879716157913e-03,2.446319961547851562e+01,5.215380096435546875e+01,6.566400051116943359e+00,2.700000000000000000e+01,1.310299965552985668e-03,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
