0.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.619999694824218750e+01,2.620000076293945312e+01,9.430000305175781250e+01,5.099999904632568359e+00,8.199999809265136719e+00,5.100000000000000000e+01,6.699999809265136719e+00,7.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,9.059999847412109375e+01,3.540000152587890625e+01,6.690999755859375000e+02,6.699999809265136719e+00,1.800000000000000000e+01,3.300000000000000000e+01,8.999999761581420898e-01,7.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,9.059999847412109375e+01,4.370000076293945312e+01,6.869000244140625000e+02,6.699999809265136719e+00,1.460000038146972656e+01,3.300000000000000000e+01,1.299999952316284180e+00,7.000000000000000000e+00
2.000000029802322388e-01,6.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,9.169999694824218750e+01,3.329999923706054688e+01,7.750000000000000000e+01,9.000000000000000000e+00,8.300000190734863281e+00,9.700000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,8.930000305175781250e+01,5.129999923706054688e+01,1.021999969482421875e+02,9.600000381469726562e+00,1.139999961853027344e+01,9.900000000000000000e+01,1.799999952316284180e+00,8.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,9.230000305175781250e+01,8.530000305175781250e+01,4.880000000000000000e+02,1.469999980926513672e+01,2.220000076293945312e+01,2.900000000000000000e+01,5.400000095367431641e+00,8.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,9.230000305175781250e+01,8.890000152587890625e+01,4.956000061035156250e+02,8.500000000000000000e+00,2.410000038146972656e+01,2.700000000000000000e+01,3.099999904632568359e+00,8.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,9.150000000000000000e+01,1.453999938964843750e+02,6.082000122070312500e+02,1.069999980926513672e+01,8.000000000000000000e+00,8.600000000000000000e+01,2.200000047683715820e+00,8.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,9.100000000000000000e+01,1.295000000000000000e+02,6.925999755859375000e+02,7.000000000000000000e+00,1.310000038146972656e+01,6.300000000000000000e+01,5.400000095367431641e+00,8.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,9.250000000000000000e+01,8.800000000000000000e+01,6.985999755859375000e+02,7.099999904632568359e+00,2.279999923706054688e+01,4.000000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00
