3.439799880981445312e+01,6.620000116527080536e-03,3.379999907338060439e-05,4.009999800473451614e-03,3.169999923557043076e-03,1.204000040888786316e-02,2.565000019967556000e-02,2.300000041723251343e-01,1.437999960035085678e-02,1.308999955654144287e-02,1.662000082433223724e-02,4.314000159502029419e-02,1.429000031203031540e-02,2.163999938964843750e+01,4.188799858093261719e-01,5.484200119972229004e-01,1.600600033998489380e-01
3.489400100708007812e+01,3.000000026077032089e-03,1.680000059423036873e-05,1.320000039413571358e-03,1.500000013038516045e-03,3.949999809265136719e-03,2.023999951779842377e-02,1.790000051259994507e-01,9.940000250935554504e-03,1.071999967098236084e-02,1.689000055193901062e-02,2.982000075280666351e-02,1.111199986189603806e-02,2.718300056457519531e+01,4.349299967288970947e-01,5.647699832916259766e-01,1.080999970436096191e-01
3.538899993896484375e+01,4.809999838471412659e-03,2.461999974912032485e-05,2.050000010058283806e-03,2.080000005662441254e-03,6.159999873489141464e-03,1.675000041723251343e-02,1.809999942779541016e-01,7.340000011026859283e-03,8.440000005066394806e-03,1.458000019192695618e-02,2.201999910175800323e-02,2.022000029683113098e-02,2.304700088500976562e+01,4.622200131416320801e-01,5.440499782562255859e-01,2.101400047540664673e-01
3.581000137329101562e+01,5.280000157654285431e-03,2.657000004546716809e-05,1.909999991767108440e-03,2.640000078827142715e-03,5.729999858886003494e-03,2.308999933302402496e-02,3.269999921321868896e-01,1.106000039726495743e-02,1.264999993145465851e-02,1.962999999523162842e-02,3.316999971866607666e-02,2.783700078725814819e-02,2.444499969482421875e+01,4.873000085353851318e-01,5.779399871826171875e-01,3.327699899673461914e-01
3.637500000000000000e+01,3.349999897181987762e-03,2.013999983319081366e-05,9.299999801442027092e-04,1.300000003539025784e-03,2.779999980702996254e-03,1.703000068664550781e-02,1.759999990463256836e-01,6.790000014007091522e-03,9.290000423789024353e-03,1.819000020623207092e-02,2.036000043153762817e-02,1.162500027567148209e-02,2.612599945068359375e+01,4.718799889087677002e-01,5.612199902534484863e-01,1.936099976301193237e-01
3.686999893188476562e+01,3.530000103637576103e-03,2.289999974891543388e-05,1.189999980852007866e-03,1.589999999850988388e-03,3.569999942556023598e-03,2.226999960839748383e-02,2.140000015497207642e-01,1.006000023335218430e-02,1.336999982595443726e-02,2.263000048696994781e-02,3.019000031054019928e-02,9.437999688088893890e-03,2.294599914550781250e+01,5.394899845123291016e-01,5.724300146102905273e-01,1.949999928474426270e-01
3.736299896240234375e+01,4.220000002533197403e-03,2.404000042588450015e-05,2.120000077411532402e-03,2.210000064224004745e-03,6.370000075548887253e-03,4.351999983191490173e-02,4.449999928474426270e-01,2.376000024378299713e-02,2.621000073850154877e-02,3.488000109791755676e-02,7.128000259399414062e-02,1.326000038534402847e-02,2.250600051879882812e+01,4.925000071525573730e-01,5.477899909019470215e-01,1.756300032138824463e-01
3.785699844360351562e+01,4.759999923408031464e-03,2.470999970682896674e-05,2.259999979287385941e-03,2.589999930933117867e-03,6.779999937862157822e-03,2.191000059247016907e-02,2.119999974966049194e-01,9.789999574422836304e-03,1.461999956518411636e-02,1.910999976098537445e-02,2.937000058591365814e-02,2.796900086104869843e-02,2.292900085449218750e+01,4.771200120449066162e-01,5.423399806022644043e-01,2.384400069713592529e-01
3.835300064086914062e+01,4.319999832659959793e-03,2.854000013030599803e-05,1.560000004246830940e-03,2.069999929517507553e-03,4.679999779909849167e-03,4.295999929308891296e-02,3.709999918937683105e-01,1.774000003933906555e-02,2.133999951183795929e-02,3.451000154018402100e-02,5.322999879717826843e-02,1.338099967688322067e-02,2.207799911499023438e+01,5.156300067901611328e-01,6.186400055885314941e-01,2.003699988126754761e-01
3.884899902343750000e+01,4.960000049322843552e-03,2.701999983401037753e-05,2.580000087618827820e-03,2.529999939724802971e-03,7.730000186711549759e-03,3.610000014305114746e-02,3.100000023841857910e-01,2.030000090599060059e-02,1.970000006258487701e-02,2.569000050425529480e-02,6.089000031352043152e-02,1.802100054919719696e-02,2.260600090026855469e+01,5.003200173377990723e-01,5.867300033569335938e-01,2.011699974536895752e-01
3.934000015258789062e+01,4.650000017136335373e-03,2.553000012994743884e-05,2.379999961704015732e-03,2.600000007078051567e-03,7.149999961256980896e-03,2.132000029087066650e-02,1.879999935626983643e-01,1.068999990820884705e-02,1.214000023901462555e-02,1.844000071287155151e-02,3.206000104546546936e-02,1.744299940764904022e-02,2.567200088500976562e+01,4.989199936389923096e-01,6.106799840927124023e-01,1.738699972629547119e-01
3.983399963378906250e+01,5.369999911636114120e-03,3.215999822714366019e-05,2.360000042244791985e-03,2.779999980702996254e-03,7.089999970048666000e-03,2.377000078558921814e-02,2.820000052452087402e-01,1.001000031828880310e-02,1.374999992549419403e-02,2.394999936223030090e-02,3.002999909222126007e-02,1.711500063538551331e-02,2.420400047302246094e+01,4.668599963188171387e-01,5.798400044441223145e-01,1.939000040292739868e-01
4.041199874877929688e+01,5.239999853074550629e-03,3.287000072305090725e-05,2.349999966099858284e-03,2.510000020265579224e-03,7.040000054985284805e-03,2.493000030517578125e-02,2.399999946355819702e-01,1.176000013947486877e-02,1.394999958574771881e-02,2.019000053405761719e-02,3.528000041842460632e-02,1.187600009143352509e-02,2.220299911499023438e+01,5.659999847412109375e-01,6.057100296020507812e-01,2.098399996757507324e-01
4.103400039672851562e+01,3.539999946951866150e-03,2.388000029895920306e-05,1.419999985955655575e-03,1.500000013038516045e-03,4.269999917596578598e-03,2.106999978423118591e-02,1.710000038146972656e-01,8.469999767839908600e-03,1.040000002831220627e-02,1.920000091195106506e-02,2.539999969303607941e-02,1.500799972563982010e-02,2.461400032043457031e+01,6.134799718856811523e-01,6.066100001335144043e-01,1.588100045919418335e-01
4.165700149536132812e+01,5.299999844282865524e-03,3.180999920004978776e-05,2.409999957308173180e-03,2.309999894350767136e-03,7.240000180900096893e-03,2.790999971330165863e-02,2.910000085830688477e-01,1.310000009834766388e-02,1.260000001639127731e-02,2.068999968469142914e-02,3.929999843239784241e-02,1.809299923479557037e-02,2.353300094604492188e+01,5.157700181007385254e-01,5.679000020027160645e-01,2.146099954843521118e-01
4.227999877929687500e+01,4.559999797493219376e-03,2.907999987655784935e-05,1.520000048913061619e-03,1.939999987371265888e-03,4.569999873638153076e-03,2.878000028431415558e-02,2.639999985694885254e-01,1.379000023007392883e-02,1.494000013917684555e-02,2.308999933302402496e-02,4.137999936938285828e-02,2.018100023269653320e-02,2.220299911499023438e+01,5.180600285530090332e-01,5.697799921035766602e-01,1.750800013542175293e-01
4.290399932861328125e+01,6.930000148713588715e-03,3.930000093532726169e-05,3.289999905973672867e-03,2.850000048056244850e-03,9.870000183582305908e-03,2.810000069439411163e-02,2.739999890327453613e-01,1.468000002205371857e-02,1.429999992251396179e-02,1.951999962329864502e-02,4.405000060796737671e-02,4.197999835014343262e-02,2.087800025939941406e+01,5.287399888038635254e-01,5.771099925041198730e-01,3.494800031185150146e-01
4.352399826049804688e+01,6.519999820739030838e-03,3.782999920076690614e-05,3.130000084638595581e-03,3.109999932348728180e-03,9.399999864399433136e-03,3.010999970138072968e-02,3.199999928474426270e-01,1.603000052273273468e-02,1.733000017702579498e-02,2.292999997735023499e-02,4.809999838471412659e-02,3.163399919867515564e-02,2.221199989318847656e+01,5.099099874496459961e-01,6.109300255775451660e-01,2.304800003767013550e-01
4.414599990844726562e+01,5.710000172257423401e-03,3.710999953909777105e-05,2.959999954327940941e-03,2.929999958723783493e-03,8.890000171959400177e-03,2.521999925374984741e-02,2.230000048875808716e-01,1.260000001639127731e-02,1.465999986976385117e-02,2.144999988377094269e-02,3.779999911785125732e-02,3.154600039124488831e-02,2.312899971008300781e+01,5.271400213241577148e-01,5.921999812126159668e-01,1.821099966764450073e-01
4.486100006103515625e+01,3.719999920576810837e-03,2.221000067947898060e-05,1.810000045225024223e-03,1.949999947100877762e-03,5.419999826699495316e-03,3.229999914765357971e-02,2.879999876022338867e-01,1.458000019192695618e-02,1.731999963521957397e-02,2.907999977469444275e-02,4.372999817132949829e-02,1.097599975764751434e-02,2.293899917602539062e+01,4.968700110912322998e-01,5.772600173950195312e-01,1.656699925661087036e-01
4.538999938964843750e+01,2.850000048056244850e-03,1.646000055188778788e-05,7.900000200606882572e-04,1.090000034309923649e-03,2.369999885559082031e-03,1.523999962955713272e-02,1.330000013113021851e-01,5.669999867677688599e-03,6.819999776780605316e-03,1.298999972641468048e-02,1.702000014483928680e-02,4.652000032365322113e-03,2.518099975585937500e+01,4.253599941730499268e-01,5.473499894142150879e-01,1.694599986076354980e-01
4.601300048828125000e+01,6.289999932050704956e-03,3.573999856598675251e-05,2.779999980702996254e-03,2.929999958723783493e-03,8.349999785423278809e-03,3.790999948978424072e-02,3.379999995231628418e-01,1.915000006556510925e-02,2.174000069499015808e-02,3.314999863505363464e-02,5.745000019669532776e-02,4.358199983835220337e-02,2.075699996948242188e+01,5.808799862861633301e-01,5.668100118637084961e-01,2.792400121688842773e-01
4.663499832153320312e+01,3.749999916180968285e-03,2.221000067947898060e-05,1.569999963976442814e-03,1.750000054016709328e-03,4.710000008344650269e-03,2.476999908685684204e-02,2.440000027418136597e-01,1.119999960064888000e-02,1.283000037074089050e-02,2.063000015914440155e-02,3.359999880194664001e-02,1.406800001859664917e-02,2.427499961853027344e+01,4.311900138854980469e-01,5.686900019645690918e-01,1.933899968862533569e-01
4.797000122070312500e+01,3.860000055283308029e-03,2.259000029880553484e-05,1.780000049620866776e-03,1.949999947100877762e-03,5.350000225007534027e-03,2.841999940574169159e-02,2.949999868869781494e-01,1.312000025063753128e-02,1.513999979943037033e-02,2.625999972224235535e-02,3.936000168323516846e-02,1.529799960553646088e-02,2.412599945068359375e+01,4.380599856376647949e-01,5.975499749183654785e-01,2.016399949789047241e-01
3.439799880981445312e+01,3.479999955743551254e-03,1.546999919810332358e-05,1.240000012330710888e-03,1.329999999143183231e-03,3.719999920576810837e-03,1.192000042647123337e-02,1.129999980330467224e-01,4.110000096261501312e-03,4.629999864846467972e-03,9.490000084042549133e-03,1.233999989926815033e-02,9.238000027835369110e-03,2.792700004577636719e+01,3.734000027179718018e-01,5.249900221824645996e-01,1.706600040197372437e-01
3.489400100708007812e+01,9.499999694526195526e-03,5.883999983780086040e-05,4.459999967366456985e-03,4.569999873638153076e-03,1.336999982595443726e-02,3.336999937891960144e-02,4.110000133514404297e-01,1.827999949455261230e-02,1.899000070989131927e-02,1.999000087380409241e-02,5.483999848365783691e-02,5.249200016260147095e-02,2.053300094604492188e+01,5.509600043296813965e-01,5.534800291061401367e-01,2.609399855136871338e-01
3.538899993896484375e+01,4.009999800473451614e-03,2.413000038359314203e-05,1.490000053308904171e-03,1.850000000558793545e-03,4.459999967366456985e-03,1.508000027388334274e-02,1.599999964237213135e-01,6.229999940842390060e-03,7.679999805986881256e-03,1.039000041782855988e-02,1.868000067770481110e-02,2.958899922668933868e-02,2.612599945068359375e+01,5.188800096511840820e-01,5.469899773597717285e-01,2.154999971389770508e-01
3.581000137329101562e+01,3.400000045076012611e-03,2.049999966402538121e-05,1.780000049620866776e-03,1.619999995455145836e-03,5.330000072717666626e-03,1.451999973505735397e-02,1.570000052452087402e-01,7.110000122338533401e-03,7.650000043213367462e-03,9.259999729692935944e-03,2.132000029087066650e-02,1.663599908351898193e-02,2.598600006103515625e+01,4.227100014686584473e-01,5.696300268173217773e-01,1.177399978041648865e-01
