0.501394,0.456546,0.458997,0.501394
0.429045,0.418041,0.419835,0.429045
0.545300,0.479913,0.482812,0.545300
0.560750,0.488136,0.491201,0.560750
0.227594,0.310826,0.311331,0.227594
0.116245,0.251564,0.251696,0.116245
0.117911,0.252451,0.252586,0.117911
0.694241,0.559182,0.563880,0.694241
0.499208,0.455383,0.457812,0.499208
0.207204,0.299973,0.300392,0.207204
0.855892,0.645215,0.652356,0.855892
0.627489,0.523655,0.527494,0.627489
0.616190,0.517642,0.521343,0.616190
0.242895,0.318969,0.319544,0.242895
0.981010,0.711804,0.721187,0.981010
0.550936,0.482913,0.485872,0.550936
0.232768,0.313579,0.314108,0.232768
0.455030,0.431870,0.433889,0.455030
0.838553,0.635987,0.642842,0.838553
0.977642,0.710012,0.719330,0.977642
0.888784,0.662721,0.670422,0.888784
0.096522,0.241067,0.241158,0.096522
0.620386,0.519875,0.523627,0.620386
0.568250,0.492128,0.495276,0.568250
0.786214,0.608131,0.614158,0.786214
0.211479,0.302249,0.302685,0.211479
0.293579,0.345943,0.346784,0.293579
0.569967,0.493041,0.496208,0.569967
0.203532,0.298019,0.298423,0.203532
0.215288,0.304276,0.304728,0.215288
0.229654,0.311922,0.312436,0.229654
0.704926,0.564868,0.569713,0.704926
0.644333,0.532620,0.536667,0.644333
0.774954,0.602138,0.607993,0.774954
0.265675,0.331093,0.331781,0.265675
0.871927,0.653749,0.661161,0.871927
0.891199,0.664006,0.671749,0.891199
0.383587,0.393847,0.395281,0.383587
0.566168,0.491019,0.494144,0.566168
0.390407,0.397477,0.398963,0.390407
0.590790,0.504124,0.507527,0.590790
0.422059,0.414323,0.416059,0.422059
0.017895,0.199221,0.199224,0.017895
0.206980,0.299854,0.300272,0.206980
0.664954,0.543595,0.547906,0.664954
0.998905,0.721329,0.731056,0.998905
0.757916,0.593071,0.598671,0.757916
0.897723,0.667478,0.675335,0.897723
0.453935,0.431288,0.433297,0.453935
0.596469,0.507146,0.510615,0.596469
