0.339586,0.370429,0.371553,0.339586
0.720303,0.573052,0.578110,0.720303
0.576804,0.496680,0.499924,0.576804
0.003179,0.191388,0.191388,0.003179
0.580372,0.498579,0.501863,0.580372
0.253401,0.324560,0.325186,0.253401
0.355583,0.378943,0.380176,0.355583
0.666706,0.544528,0.548861,0.666706
0.853412,0.643895,0.650995,0.853412
0.740011,0.583541,0.588880,0.740011
0.665264,0.543760,0.548075,0.665264
0.343735,0.372637,0.373789,0.343735
0.868712,0.652038,0.659395,0.868712
0.202543,0.297493,0.297893,0.202543
0.927439,0.683293,0.691679,0.927439
0.528637,0.471045,0.473770,0.528637
0.169323,0.279813,0.280092,0.169323
0.216129,0.304723,0.305179,0.216129
0.502772,0.457279,0.459744,0.502772
0.053523,0.218182,0.218210,0.053523
0.916871,0.677669,0.685864,0.916871
0.067426,0.225582,0.225626,0.067426
0.357076,0.379737,0.380980,0.357076
0.494519,0.452887,0.455271,0.494519
0.836194,0.634732,0.641548,0.836194
0.918570,0.678573,0.686799,0.918570
0.253643,0.324689,0.325316,0.253643
0.810071,0.620829,0.627226,0.810071
0.108266,0.247318,0.247432,0.108266
0.785858,0.607942,0.613963,0.785858
0.819820,0.626017,0.632569,0.819820
0.447852,0.428050,0.430005,0.447852
0.506161,0.459083,0.461581,0.506161
0.396625,0.400786,0.402320,0.396625
0.451031,0.429742,0.431725,0.451031
0.086532,0.235750,0.235823,0.086532
0.650026,0.535650,0.539769,0.650026
0.806613,0.618988,0.625331,0.806613
0.753239,0.590581,0.596113,0.753239
0.503438,0.457634,0.460104,0.503438
0.546624,0.480618,0.483531,0.546624
0.418503,0.412430,0.414137,0.418503
0.847172,0.640574,0.647571,0.847172
0.415336,0.410745,0.412426,0.415336
0.621046,0.520226,0.523986,0.621046
0.774611,0.601956,0.607806,0.774611
0.943974,0.692093,0.700780,0.943974
0.790368,0.610342,0.616432,0.790368
0.990740,0.716983,0.726552,0.990740
0.446746,0.427461,0.429407,0.446746
0.843891,0.638828,0.645771,0.843891
0.907610,0.672740,0.680771,0.907610
0.514172,0.463347,0.465924,0.514172
0.200967,0.296654,0.297048,0.200967
0.402130,0.403716,0.405292,0.402130
0.350367,0.376167,0.377364,0.350367
0.119537,0.253316,0.253455,0.119537
0.655773,0.538709,0.542901,0.655773
0.160438,0.275084,0.275335,0.160438
0.227803,0.310937,0.311443,0.227803
0.441631,0.424739,0.426641,0.441631
0.980258,0.711405,0.720772,0.980258
0.675655,0.549290,0.553741,0.675655
0.947792,0.694126,0.702883,0.947792
0.376883,0.390279,0.391664,0.376883
0.126686,0.257121,0.257277,0.126686
0.034325,0.207965,0.207976,0.034325
0.026909,0.204018,0.204025,0.026909
0.933299,0.686412,0.694904,0.933299
0.787563,0.608849,0.614896,0.787563
0.530346,0.471955,0.474697,0.530346
0.479923,0.445119,0.447364,0.479923
0.206066,0.299368,0.299782,0.206066
0.377519,0.390618,0.392007,0.377519
0.895259,0.666167,0.673981,0.895259
0.827112,0.629898,0.636567,0.827112
0.152130,0.270662,0.270888,0.152130
0.839233,0.636349,0.643215,0.839233
0.617480,0.518329,0.522046,0.617480
0.142869,0.265734,0.265933,0.142869
0.285979,0.341899,0.342696,0.285979
0.461371,0.435245,0.437320,0.461371
0.050480,0.216563,0.216587,0.050480
0.800151,0.615549,0.621790,0.800151
0.662338,0.542203,0.546479,0.662338
0.452610,0.430582,0.432579,0.452610
0.150518,0.269804,0.270025,0.150518
0.781874,0.605822,0.611782,0.781874
0.108383,0.247379,0.247494,0.108383
0.310955,0.355192,0.356134,0.310955
0.009677,0.194847,0.194848,0.009677
0.550014,0.482422,0.485371,0.550014
0.291214,0.344685,0.345512,0.291214
0.685333,0.554441,0.559020,0.685333
0.497806,0.454636,0.457052,0.497806
0.668096,0.545267,0.549619,0.668096
0.812018,0.621865,0.628293,0.812018
0.532131,0.472904,0.475665,0.532131
0.695005,0.559589,0.564298,0.695005
0.745317,0.586365,0.591781,0.745317
0.319694,0.359842,0.360839,0.319694
0.225352,0.309632,0.310127,0.225352
0.225240,0.309573,0.310067,0.225240
0.525760,0.469514,0.472209,0.525760
0.602871,0.510553,0.514096,0.602871
0.120500,0.253828,0.253970,0.120500
0.352872,0.377500,0.378714,0.352872
0.755000,0.591519,0.597076,0.755000
0.959733,0.700481,0.709460,0.959733
0.970352,0.706132,0.715311,0.970352
0.897870,0.667556,0.675415,0.897870
0.245712,0.320468,0.321057,0.245712
0.431723,0.419466,0.421283,0.431723
0.948350,0.694422,0.703190,0.948350
0.045863,0.214105,0.214126,0.045863
0.094061,0.239757,0.239843,0.094061
0.400959,0.403093,0.404660,0.400959
0.196380,0.294213,0.294589,0.196380
0.875935,0.655882,0.663362,0.875935
0.509342,0.460776,0.463305,0.509342
0.507336,0.459708,0.462218,0.507336
0.885613,0.661033,0.668679,0.885613
0.059356,0.221286,0.221321,0.059356
0.798550,0.614697,0.620913,0.798550
0.570945,0.493562,0.496740,0.570945
0.557162,0.486226,0.489253,0.557162
0.466646,0.438053,0.440175,0.466646
0.382963,0.393515,0.394945,0.382963
0.089292,0.237219,0.237297,0.089292
0.161651,0.275730,0.275985,0.161651
0.128280,0.257969,0.258130,0.128280
0.408986,0.407365,0.408996,0.408986
0.387003,0.395665,0.397125,0.387003
0.353521,0.377846,0.379064,0.353521
0.934746,0.687182,0.695700,0.934746
0.989874,0.716522,0.726074,0.989874
0.474021,0.441977,0.444168,0.474021
0.287618,0.342771,0.343577,0.287618
0.744874,0.586130,0.591539,0.744874
0.433754,0.420547,0.422381,0.433754
0.257969,0.326992,0.327640,0.257969
0.642744,0.531774,0.535802,0.642744
0.679466,0.551318,0.555819,0.679466
0.689692,0.556761,0.561398,0.689692
0.591093,0.504285,0.507691,0.591093
0.725329,0.575727,0.580856,0.725329
0.783752,0.606821,0.612810,0.783752
0.992052,0.717682,0.727276,0.992052
0.921709,0.680244,0.688526,0.921709
0.659687,0.540792,0.545035,0.659687
