0.075377,0.075377,0.120603,0.000000,0.155779,0.537688,1.000000
0.000000,0.000000,0.000000,0.000000,0.010050,0.040201,1.000000
0.000000,0.095477,0.100503,0.000000,0.241206,0.532663,1.000000
0.000000,0.000000,0.080402,0.140704,0.155779,0.562814,1.000000
0.090452,0.090452,0.165829,0.246231,0.381910,0.542714,1.000000
0.000000,0.000000,0.251256,0.000000,0.407035,0.537688,1.000000
0.025126,0.025126,0.030151,0.035176,0.165829,0.256281,1.000000
0.000000,0.000000,0.000000,0.000000,0.266332,0.613065,1.000000
0.000000,0.000000,0.045226,0.075377,0.185930,0.562814,1.000000
0.000000,0.005025,0.005025,0.060302,0.065327,0.271357,1.000000
0.000000,0.090452,0.155779,0.311558,0.422111,0.527638,1.000000
0.050251,0.050251,0.070352,0.070352,0.190955,0.417085,1.000000
0.000000,0.010050,0.010050,0.010050,0.035176,0.286432,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.120603,1.000000
0.000000,0.000000,0.020101,0.020101,0.030151,0.040201,1.000000
0.000000,0.000000,0.236181,0.231156,0.256281,0.628141,1.000000
0.246231,0.246231,0.251256,0.000000,0.266332,0.542714,1.000000
0.000000,0.000000,0.095477,0.130653,0.160804,0.572864,1.000000
0.000000,0.000000,0.105528,0.000000,0.140704,0.537688,1.000000
0.015075,0.015075,0.025126,0.000000,0.160804,0.592965,1.000000
0.000000,0.000000,0.105528,0.105528,0.271357,0.542714,1.000000
0.000000,0.000000,0.125628,0.000000,0.261307,0.537688,1.000000
0.000000,0.000000,0.020101,0.120603,0.271357,0.653266,1.000000
0.000000,0.000000,0.040201,0.115578,0.251256,0.562814,1.000000
0.000000,0.000000,0.110553,0.105528,0.110553,0.537688,1.000000
0.010050,0.010050,0.010050,0.010050,0.010050,0.130653,1.000000
0.000000,0.000000,0.100503,0.100503,0.281407,0.628141,1.000000
0.000000,0.000000,0.045226,0.150754,0.180905,0.281407,1.000000
0.000000,0.000000,0.000000,0.000000,0.020101,0.256281,1.000000
0.000000,0.000000,0.065327,0.065327,0.140704,0.527638,1.000000
